"unom";"source";"result";"postal_code";"country";"region_fias_id";"region_kladr_id";"region_with_type";"region_type";"region_type_full";"region";"area_fias_id";"area_kladr_id";"area_with_type";"area_type";"area_type_full";"area";"city_fias_id";"city_kladr_id";"city_with_type";"city_type";"city_type_full";"city";"city_area";"city_district_fias_id";"city_district_kladr_id";"city_district_with_type";"city_district_type";"city_district_type_full";"city_district";"settlement_fias_id";"settlement_kladr_id";"settlement_with_type";"settlement_type";"settlement_type_full";"settlement";"street_fias_id";"street_kladr_id";"street_with_type";"street_type";"street_type_full";"street";"house_fias_id";"house_kladr_id";"house_type";"house_type_full";"house";"block_type";"block_type_full";"block";"flat_type";"flat_type_full";"flat";"flat_area";"square_meter_price";"flat_price";"postal_box";"fias_id";"fias_code";"fias_level";"fias_actuality_state";"kladr_id";"capital_marker";"okato";"oktmo";"tax_office";"tax_office_legal";"timezone";"geo_lat";"geo_lon";"beltway_hit";"beltway_distance";"qc_geo";"qc_complete";"qc_house";"qc";"unparsed_parts";"metro" 
"2156";"город Москва, улица Маршала Бирюзова, дом 40";"г Москва, ул Маршала Бирюзова, д 40";"123060";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северо-западный";"";"";"р-н Щукино";"р-н";"район";"Щукино";"";"";"";"";"";"";"47e2466c-3d62-44d6-8ee6-bc6085e2c3bb";"77000000000085800";"ул Маршала Бирюзова";"ул";"улица";"Маршала Бирюзова";"cb799d02-654c-4e7a-9388-a07dfcc8d8c0";"7700000000008580043";"д";"дом";"40";"";"";"";"";"";"";"";"201006";"";"";"cb799d02-654c-4e7a-9388-a07dfcc8d8c0";"77000000000000008580043";"8";"0";"7700000000008580043";"0";"45283587000";"45372000";"7734";"7734";"UTC+3";"55.8024066";"37.4774419";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.2, 'line': 'Таганско-Краснопресненская', 'name': 'Щукинская'}, {'distance': 1.4, 'line': 'МЦК', 'name': 'Стрешнево'}, {'distance': 1.4, 'line': 'МЦК', 'name': 'Панфиловская'}]"
"2160";"город Москва, улица Маршала Бирюзова, дом 43";"г Москва, ул Маршала Бирюзова, д 43";"123060";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Северо-западный";"";"";"р-н Щукино";"р-н";"район";"Щукино";"";"";"";"";"";"";"47e2466c-3d62-44d6-8ee6-bc6085e2c3bb";"77000000000085800";"ул Маршала Бирюзова";"ул";"улица";"Маршала Бирюзова";"daa3bd58-f7db-4389-816d-438e62aaf9fe";"7700000000008580045";"д";"дом";"43";"";"";"";"";"";"";"";"210797";"";"";"daa3bd58-f7db-4389-816d-438e62aaf9fe";"77000000000000008580045";"8";"0";"7700000000008580045";"0";"45283587000";"45372000";"7734";"7734";"UTC+3";"55.7999807";"37.4800561";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.1, 'line': 'Таганско-Краснопресненская', 'name': 'Октябрьское поле'}, {'distance': 1.2, 'line': 'МЦК', 'name': 'Панфиловская'}, {'distance': 1.5, 'line': 'Таганско-Краснопресненская', 'name': 'Щукинская'}]"
"2161";"город Москва, Бирюлёвская улица, дом 2";"г Москва, ул Бирюлёвская, д 2";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"04ebef89-6dd2-4b03-af53-62320222afdc";"7700000000004700045";"д";"дом";"2";"";"";"";"";"";"";"";"148438";"";"";"04ebef89-6dd2-4b03-af53-62320222afdc";"77000000000000004700045";"8";"0";"7700000000004700045";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.6012185";"37.660405";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.3, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.5, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2162";"город Москва, Бирюлёвская улица, дом 3, корпус 1";"г Москва, ул Бирюлёвская, д 3 к 1";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"95b0aed1-056d-40d9-955f-1496a11f720e";"7700000000004700047";"д";"дом";"3";"к";"корпус";"1";"";"";"";"";"136930";"";"";"95b0aed1-056d-40d9-955f-1496a11f720e";"77000000000000004700047";"8";"0";"7700000000004700047";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.6002073";"37.6635109";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.3, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.4, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.5, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2167";"город Москва, Бирюлёвская улица, дом 5, корпус 2";"г Москва, ул Бирюлёвская, д 5 к 2";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"64fd19c0-b498-42dc-a099-39c22f12bbdf";"7700000000004700054";"д";"дом";"5";"к";"корпус";"2";"";"";"";"";"145196";"";"";"64fd19c0-b498-42dc-a099-39c22f12bbdf";"77000000000000004700054";"8";"0";"7700000000004700054";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5997668";"37.6673136";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.3, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 2.4, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.3, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2168";"город Москва, Бирюлёвская улица, дом 6";"г Москва, ул Бирюлёвская, д 6";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"05efd5ea-0c1e-4f06-8cdb-44e6e9841b80";"7700000000004700056";"д";"дом";"6";"";"";"";"";"";"";"";"134001";"";"";"05efd5ea-0c1e-4f06-8cdb-44e6e9841b80";"77000000000000004700056";"8";"0";"7700000000004700056";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.6006161";"37.6605258";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.3, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.6, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2169";"город Москва, Бирюлёвская улица, дом 8";"г Москва, ул Бирюлёвская, д 8";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"4368f30d-fb33-4978-99ee-fa260a82dcfe";"7700000000004700060";"д";"дом";"8";"";"";"";"";"";"";"";"152921";"";"";"4368f30d-fb33-4978-99ee-fa260a82dcfe";"77000000000000004700060";"8";"0";"7700000000004700060";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.6003182";"37.6606842";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.4, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.6, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2173";"город Москва, Бирюлёвская улица, дом 11, корпус 3";"г Москва, ул Бирюлёвская, д 11 к 3";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"c6449a71-423f-4c47-b293-f3c284a90653";"7700000000004700071";"д";"дом";"11";"к";"корпус";"3";"";"";"";"";"139720";"";"";"c6449a71-423f-4c47-b293-f3c284a90653";"77000000000000004700071";"8";"0";"7700000000004700071";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5977695";"37.6662684";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.5, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 2.6, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.5, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2174";"город Москва, Бирюлёвская улица, дом 12, корпус 1";"г Москва, ул Бирюлёвская, д 12 к 1";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"9a73cd77-d740-42c5-8756-b2ee92b75cab";"7700000000004700072";"д";"дом";"12";"к";"корпус";"1";"";"";"";"";"137991";"";"";"9a73cd77-d740-42c5-8756-b2ee92b75cab";"77000000000000004700072";"8";"0";"7700000000004700072";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5987579";"37.6606687";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.5, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.7, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Серпуховско-Тимирязевская', 'name': 'Улица Академика Янгеля'}]"
"2181";"город Москва, Бирюлёвская улица, дом 16";"г Москва, ул Бирюлёвская, д 16";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"96109faa-cba4-4c25-890b-4f51222154ff";"7700000000004700085";"д";"дом";"16";"";"";"";"";"";"";"";"161398";"";"";"96109faa-cba4-4c25-890b-4f51222154ff";"77000000000000004700085";"8";"0";"7700000000004700085";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5977425";"37.6609911";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.6, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.7, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Серпуховско-Тимирязевская', 'name': 'Улица Академика Янгеля'}]"
"2182";"город Москва, Бирюлёвская улица, дом 18, корпус 1";"г Москва, ул Бирюлёвская, д 18 к 1";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"02c5097b-2a86-4503-a776-44c9e88fb689";"7700000000004700088";"д";"дом";"18";"к";"корпус";"1";"";"";"";"";"138878";"";"";"02c5097b-2a86-4503-a776-44c9e88fb689";"77000000000000004700088";"8";"0";"7700000000004700088";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5975548";"37.6607917";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.7, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.7, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Серпуховско-Тимирязевская', 'name': 'Улица Академика Янгеля'}]"
"2183";"город Москва, Бирюлёвская улица, дом 18, корпус 2";"г Москва, ул Бирюлёвская, д 18 к 2";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"f829480b-9e7d-4c75-9e56-8ac8f815a775";"7700000000004700090";"д";"дом";"18";"к";"корпус";"2";"";"";"";"";"145935";"";"";"f829480b-9e7d-4c75-9e56-8ac8f815a775";"77000000000000004700090";"8";"0";"7700000000004700090";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5972777";"37.6586512";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.7, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 2.9, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.6, 'line': 'Серпуховско-Тимирязевская', 'name': 'Улица Академика Янгеля'}]"
"2186";"город Москва, Бирюлёвская улица, дом 21, корпус 2";"г Москва, ул Бирюлёвская, д 21 к 2";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"aab71e80-4151-4e25-b10a-afd485fa3fb0";"7700000000004700095";"д";"дом";"21";"к";"корпус";"2";"";"";"";"";"129076";"";"";"aab71e80-4151-4e25-b10a-afd485fa3fb0";"77000000000000004700095";"8";"0";"7700000000004700095";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5943499";"37.6671436";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.7, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.0, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.6, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2187";"город Москва, Бирюлёвская улица, дом 21, корпус 3";"г Москва, ул Бирюлёвская, д 21 к 3";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"19022719-d1c4-4906-850d-e26603d8574f";"7700000000004700096";"д";"дом";"21";"к";"корпус";"3";"";"";"";"";"129951";"";"";"19022719-d1c4-4906-850d-e26603d8574f";"77000000000000004700096";"8";"0";"7700000000004700096";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5943598";"37.6691716";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.6, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.0, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.5, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2190";"город Москва, Бирюлёвская улица, дом 24, корпус 2";"г Москва, ул Бирюлёвская, д 24 к 2";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"57e380f3-b39e-413f-87be-ecf3d4918e0e";"7700000000004700101";"д";"дом";"24";"к";"корпус";"2";"";"";"";"";"158321";"";"";"57e380f3-b39e-413f-87be-ecf3d4918e0e";"77000000000000004700101";"8";"0";"7700000000004700101";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5959536";"37.66152";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.8, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 2.8, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.8, 'line': 'Серпуховско-Тимирязевская', 'name': 'Улица Академика Янгеля'}]"
"2191";"город Москва, Бирюлёвская улица, дом 26";"г Москва, ул Бирюлёвская, д 26";"115404";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"b95f5cff-2aa7-406d-a2f3-7dde1855706d";"7700000000004700104";"д";"дом";"26";"";"";"";"";"";"";"";"146973";"";"";"b95f5cff-2aa7-406d-a2f3-7dde1855706d";"77000000000000004700104";"8";"0";"7700000000004700104";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5941542";"37.6620653";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 2.9, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.0, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.8, 'line': 'Серпуховско-Тимирязевская', 'name': 'Улица Академика Янгеля'}]"
"2201";"город Москва, Бирюлёвская улица, дом 37, корпус 2";"г Москва, ул Бирюлёвская, д 37 к 2";"115372";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"2ae22869-f479-4ee1-868b-0451d76884d1";"7700000000004700003";"д";"дом";"37";"к";"корпус";"2";"";"";"";"";"147078";"";"";"2ae22869-f479-4ee1-868b-0451d76884d1";"77000000000000004700003";"8";"0";"7700000000004700003";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5886886";"37.6669941";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.2, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.6, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 3.9, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2203";"город Москва, Бирюлёвская улица, дом 39";"г Москва, ул Бирюлёвская, д 39";"115372";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"65dc0aba-11e9-493d-818b-be157c11705f";"7700000000004700007";"д";"дом";"39";"";"";"";"";"";"";"";"140912";"";"";"65dc0aba-11e9-493d-818b-be157c11705f";"77000000000000004700007";"8";"0";"7700000000004700007";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5881439";"37.6656661";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.3, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 4.1, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2204";"город Москва, Бирюлёвская улица, дом 41/7";"г Москва, ул Бирюлёвская, д 41/7";"115372";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"b6fff1b3-2559-4f4b-a67a-f71d28acdb88";"7700000000004700009";"д";"дом";"41/7";"";"";"";"";"";"";"";"156166";"";"";"b6fff1b3-2559-4f4b-a67a-f71d28acdb88";"77000000000000004700009";"8";"0";"7700000000004700009";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5877169";"37.6661633";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.3, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 3.7, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 4.1, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}]"
"2212";"город Москва, Бирюлёвская улица, дом 49, корпус 3";"г Москва, ул Бирюлёвская, д 49 к 3";"115372";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"4fb5030c-1bc7-476c-afa1-30007ae80db3";"7700000000004700021";"д";"дом";"49";"к";"корпус";"3";"";"";"";"";"148523";"";"";"4fb5030c-1bc7-476c-afa1-30007ae80db3";"77000000000000004700021";"8";"0";"7700000000004700021";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5833835";"37.6726106";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.6, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 4.1, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}, {'distance': 4.2, 'line': 'Замоскворецкая', 'name': 'Царицыно'}]"
"2217";"город Москва, Бирюлёвская улица, дом 53/1";"г Москва, ул Бирюлёвская, д 53/1";"115372";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"d273f482-3a59-45c8-9e23-ce03351350b6";"7700000000004700031";"д";"дом";"53/1";"";"";"";"";"";"";"";"152582";"";"";"d273f482-3a59-45c8-9e23-ce03351350b6";"77000000000000004700031";"8";"0";"7700000000004700031";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5817578";"37.6719395";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.7, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 4.2, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}, {'distance': 4.4, 'line': 'Замоскворецкая', 'name': 'Царицыно'}]"
"2218";"город Москва, Бирюлёвская улица, дом 55, корпус 1";"г Москва, ул Бирюлёвская, д 55 к 1";"115372";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"2cc76b0b-c13d-499d-9361-fa76cb48881e";"7700000000004700034";"д";"дом";"55";"к";"корпус";"1";"";"";"";"";"137003";"";"";"2cc76b0b-c13d-499d-9361-fa76cb48881e";"77000000000000004700034";"8";"0";"7700000000004700034";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5830804";"37.6752869";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.5, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 4.0, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}, {'distance': 4.2, 'line': 'Замоскворецкая', 'name': 'Царицыно'}]"
"2220";"город Москва, Бирюлёвская улица, дом 58, корпус 1";"г Москва, ул Бирюлёвская, д 58 к 1";"115547";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"f5452746-ef23-483c-ba91-dab619e4a2d3";"7700000000004700156";"д";"дом";"58";"к";"корпус";"1";"";"";"";"";"147994";"";"";"f5452746-ef23-483c-ba91-dab619e4a2d3";"77000000000000004700156";"8";"0";"7700000000004700156";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5814414";"37.6705177";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.8, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 4.3, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}, {'distance': 4.4, 'line': 'Замоскворецкая', 'name': 'Царицыно'}]"
