"id";"tag";"geom";"data_source"
"2768";"playground";"POINT (37.7294234 55.9140492)";"OpenStreetMap"
"2769";"fitness_station";"POINT (37.7207189 55.6271461)";"OpenStreetMap"
"2770";"playground";"POINT (37.4732478 56.0125216)";"OpenStreetMap"
"2771";"playground";"POINT (37.4717248 56.0176828)";"OpenStreetMap"
"2772";"playground";"POINT (37.47116 56.0124242)";"OpenStreetMap"
"2773";"playground";"POINT (37.6122097 55.7160504)";"OpenStreetMap"
"2774";"playground";"POINT (37.6128812 55.7160587)";"OpenStreetMap"
"2775";"playground";"POINT (37.5668646 55.8596228)";"OpenStreetMap"
"2776";"playground";"POINT (37.4232549 55.7736115)";"OpenStreetMap"
"2777";"playground";"POINT (37.408396 55.7742865)";"OpenStreetMap"
"2778";"fitness_station";"POINT (37.7327766 55.7072345)";"OpenStreetMap"
"2779";"playground";"POINT (37.3285238 55.8318852)";"OpenStreetMap"
"2780";"playground";"POINT (37.7207958 55.6284778)";"OpenStreetMap"
"2781";"playground";"POINT (37.5667138 55.8217817)";"OpenStreetMap"
"2782";"playground";"POINT (37.6057984 55.7185082)";"OpenStreetMap"
"2783";"playground";"POINT (37.6403277 55.8804436)";"OpenStreetMap"
"2784";"playground";"POINT (37.6405123 55.8813634)";"OpenStreetMap"
"2785";"sauna";"POINT (37.6208158 55.7053345)";"OpenStreetMap"
"2786";"sauna";"POINT (37.449883 55.6778302)";"OpenStreetMap"
"2787";"fitness_station";"POINT (37.3021458 55.8421436)";"OpenStreetMap"
"2788";"picnic_table";"POINT (37.3020546 55.842237)";"OpenStreetMap"
"2789";"playground";"POINT (37.573356 55.8136396)";"OpenStreetMap"
"2790";"playground";"POINT (37.8048983 55.7593328)";"OpenStreetMap"
"2791";"playground";"POINT (37.809646 55.762402)";"OpenStreetMap"
"2792";"fitness_centre";"POINT (37.6087145 55.7766807)";"OpenStreetMap"
"2793";"playground";"POINT (37.7412566 55.6885363)";"OpenStreetMap"
"2794";"playground";"POINT (37.6674759 55.6306621)";"OpenStreetMap"
"2795";"playground";"POINT (37.3285428 55.8316256)";"OpenStreetMap"
"2796";"playground";"POINT (37.4429914 55.8683336)";"OpenStreetMap"
"2797";"fitness_centre";"POINT (37.5655303 55.6786182)";"OpenStreetMap"
"2798";"sports_centre";"POINT (37.452988 55.8850985)";"OpenStreetMap"
"2799";"sauna";"POINT (37.8516026 56.0612682)";"OpenStreetMap"
"2800";"playground";"POINT (37.4083876 55.7792394)";"OpenStreetMap"
"2801";"playground";"POINT (37.4473467 55.6789338)";"OpenStreetMap"
"2802";"playground";"POINT (37.4519947 55.674471)";"OpenStreetMap"
"2803";"playground";"POINT (37.4516721 55.6760666)";"OpenStreetMap"
"2804";"playground";"POINT (37.4508595 55.6752312)";"OpenStreetMap"
"2805";"fitness_centre";"POINT (37.9800438 55.6011788)";"OpenStreetMap"
"2806";"sports_centre";"POINT (37.5677627 55.7636873)";"OpenStreetMap"
"2807";"fitness_centre";"POINT (37.8433469 55.9216787)";"OpenStreetMap"
"2808";"playground";"POINT (37.7092072 55.5445623)";"OpenStreetMap"
"2809";"playground";"POINT (37.7084904 55.54513)";"OpenStreetMap"
"2810";"playground";"POINT (37.7101074 55.5446677)";"OpenStreetMap"
"2811";"playground";"POINT (37.4724132 55.8621848)";"OpenStreetMap"
"2812";"playground";"POINT (37.6509978 55.8182843)";"OpenStreetMap"
"2813";"playground";"POINT (37.5699616 55.8174885)";"OpenStreetMap"
"2814";"playground";"POINT (37.8846266 56.0897614)";"OpenStreetMap"
"2815";"playground";"POINT (37.8878069 56.0880458)";"OpenStreetMap"
"2816";"playground";"POINT (37.8975118 56.0838076)";"OpenStreetMap"
"2817";"playground";"POINT (37.4448534 55.8679663)";"OpenStreetMap"
"2818";"playground";"POINT (37.7052768 55.986599)";"OpenStreetMap"
"2819";"playground";"POINT (37.840658 55.7012629)";"OpenStreetMap"
"2820";"playground";"POINT (37.8933447 56.0953743)";"OpenStreetMap"
"2821";"playground";"POINT (36.9131708 56.0781565)";"OpenStreetMap"
"2822";"fitness_centre";"POINT (37.6011287 55.7686882)";"OpenStreetMap"
"2823";"playground";"POINT (37.6919169 55.687226)";"OpenStreetMap"
"2824";"pitch";"POINT (38.1289453 55.5820682)";"OpenStreetMap"
"2825";"pitch";"POINT (38.1290632 55.5822012)";"OpenStreetMap"
"2826";"pitch";"POINT (38.1293242 55.5824881)";"OpenStreetMap"
"2827";"playground";"POINT (38.1311154 55.5844818)";"OpenStreetMap"
"2828";"pitch";"POINT (38.1299573 55.5831731)";"OpenStreetMap"
"2829";"fitness_centre";"POINT (37.3736376 55.8423219)";"OpenStreetMap"
"2830";"playground";"POINT (37.4130536 55.788925)";"OpenStreetMap"
"2831";"playground";"POINT (37.4104406 55.789192)";"OpenStreetMap"
"2832";"playground";"POINT (37.468526 55.7032447)";"OpenStreetMap"
"2833";"playground";"POINT (37.4691569 55.7026804)";"OpenStreetMap"
"2834";"playground";"POINT (37.7373126 55.710125)";"OpenStreetMap"
"2835";"playground";"POINT (37.531718 55.790296)";"OpenStreetMap"
"2836";"sauna";"POINT (37.8516026 56.0612682)";"OpenStreetMap"
"2837";"playground";"POINT (37.5330091 55.7771135)";"OpenStreetMap"
"2838";"playground";"POINT (37.5351697 55.7766739)";"OpenStreetMap"
"2839";"playground";"POINT (37.5309553 55.7780089)";"OpenStreetMap"
"2840";"playground";"POINT (37.5319178 55.7775451)";"OpenStreetMap"
"2841";"playground";"POINT (37.5311551 55.7783396)";"OpenStreetMap"
"2842";"playground";"POINT (37.5330765 55.7786476)";"OpenStreetMap"
"2843";"playground";"POINT (37.40673 55.7566924)";"OpenStreetMap"
"2844";"playground";"POINT (37.4098707 55.7527835)";"OpenStreetMap"
"2845";"playground";"POINT (37.4052335 55.7583287)";"OpenStreetMap"
"2846";"sports_centre";"POINT (37.5644225 55.7629757)";"OpenStreetMap"
"2847";"playground";"POINT (37.406007 55.7604602)";"OpenStreetMap"
"2848";"playground";"POINT (37.6829669 55.7510599)";"OpenStreetMap"
"2849";"dog_park";"POINT (37.6847739 55.7511412)";"OpenStreetMap"
"2850";"playground";"POINT (37.7691078 55.6699753)";"OpenStreetMap"
"2851";"playground";"POINT (37.765364 55.6693962)";"OpenStreetMap"
"2852";"playground";"POINT (37.3500418 55.5177069)";"OpenStreetMap"
"2853";"playground";"POINT (37.475055 55.7370548)";"OpenStreetMap"
"2854";"fitness_centre";"POINT (37.3557405 55.834864)";"OpenStreetMap"
"2855";"playground";"POINT (37.3520181 55.5200598)";"OpenStreetMap"
"2856";"fitness_centre";"POINT (37.5198108 55.6448622)";"OpenStreetMap"
"2857";"playground";"POINT (37.6678168 55.7537751)";"OpenStreetMap"
"2858";"playground";"POINT (37.6697656 55.7552883)";"OpenStreetMap"
"2859";"pitch";"POINT (37.6685317 55.7537672)";"OpenStreetMap"
"2860";"playground";"POINT (37.6686932 55.7540096)";"OpenStreetMap"
"2861";"playground";"POINT (37.7196782 55.8967855)";"OpenStreetMap"
"2862";"playground";"POINT (37.4891381 55.8315307)";"OpenStreetMap"
"2863";"playground";"POINT (37.8106319 55.7484901)";"OpenStreetMap"
"2864";"sauna";"POINT (37.6592589 55.769361)";"OpenStreetMap"
"2865";"playground";"POINT (37.6935923 55.874301)";"OpenStreetMap"
"2866";"playground";"POINT (37.6945852 55.8748839)";"OpenStreetMap"
"2867";"sauna";"POINT (37.6310389 55.7867913)";"OpenStreetMap"
"2868";"playground";"POINT (38.0396026 55.6616941)";"OpenStreetMap"
"2869";"fitness_centre";"POINT (37.5460525 55.436199)";"OpenStreetMap"
"2870";"sauna";"POINT (37.5933869 55.7520471)";"OpenStreetMap"
"2871";"sports_centre";"POINT (37.5221239 55.6758041)";"OpenStreetMap"
"2872";"playground";"POINT (37.6931435 55.8772118)";"OpenStreetMap"
"2873";"fitness_centre";"POINT (37.8197109 55.9315292)";"OpenStreetMap"
"2874";"sauna";"POINT (38.7371284 56.1381335)";"OpenStreetMap"
"2875";"sauna";"POINT (38.8685878 56.1364455)";"OpenStreetMap"
"2876";"playground";"POINT (37.6473168 55.6525479)";"OpenStreetMap"
"2877";"playground";"POINT (37.6698873 55.6455341)";"OpenStreetMap"
"2878";"playground";"POINT (37.6686611 55.6445213)";"OpenStreetMap"
"2879";"playground";"POINT (37.6487305 55.6519331)";"OpenStreetMap"
"2880";"playground";"POINT (37.6677244 55.643776)";"OpenStreetMap"
"2881";"playground";"POINT (37.6723199 55.6441367)";"OpenStreetMap"
"2882";"playground";"POINT (38.001867 55.6745015)";"OpenStreetMap"
"2883";"fitness_centre";"POINT (37.3948198 55.8584641)";"OpenStreetMap"
"2884";"playground";"POINT (37.6595629 55.6271984)";"OpenStreetMap"
"2885";"playground";"POINT (38.4765672 55.5510429)";"OpenStreetMap"
"2886";"sports_centre";"POINT (37.6231864 55.7682623)";"OpenStreetMap"
"2887";"playground";"POINT (37.6365973 55.7781272)";"OpenStreetMap"
"2888";"sports_centre";"POINT (37.6103062 55.7879524)";"OpenStreetMap"
"2889";"sports_centre";"POINT (37.6559374 55.743418)";"OpenStreetMap"
"2890";"playground";"POINT (37.6898755 55.8784589)";"OpenStreetMap"
"2891";"playground";"POINT (37.6909917 55.8779017)";"OpenStreetMap"
"2892";"playground";"POINT (37.4005194 55.6862355)";"OpenStreetMap"
"2893";"playground";"POINT (37.414222 55.7508756)";"OpenStreetMap"
"2894";"playground";"POINT (37.4001554 55.6866106)";"OpenStreetMap"
"2895";"sauna";"POINT (37.979454 55.6087679)";"OpenStreetMap"
"2896";"playground";"POINT (37.5216922 56.0079411)";"OpenStreetMap"
"2897";"playground";"POINT (37.5212824 56.0068824)";"OpenStreetMap"
"2898";"playground";"POINT (37.6866618 55.8779371)";"OpenStreetMap"
"2899";"sports_centre";"POINT (37.6176894 55.8203676)";"OpenStreetMap"
"2900";"playground";"POINT (37.4976112 56.001184)";"OpenStreetMap"
"2901";"playground";"POINT (37.5496152 55.7088172)";"OpenStreetMap"
"2902";"fitness_station";"POINT (37.5513837 55.7088882)";"OpenStreetMap"
"2903";"playground";"POINT (37.4976686 56.0011638)";"OpenStreetMap"
"2904";"playground";"POINT (37.97742 55.791296)";"OpenStreetMap"
"2905";"playground";"POINT (37.6669298 55.6218527)";"OpenStreetMap"
"2906";"playground";"POINT (37.9729398 55.7928137)";"OpenStreetMap"
"2907";"playground";"POINT (37.6777969 55.8724603)";"OpenStreetMap"
"2908";"fitness_centre";"POINT (37.7026967 55.8212713)";"OpenStreetMap"
"2909";"playground";"POINT (37.5227567 55.6502026)";"OpenStreetMap"
"2910";"sports_centre";"POINT (37.4909937 55.8433905)";"OpenStreetMap"
"2911";"fitness_centre";"POINT (37.5210621 55.6457231)";"OpenStreetMap"
"2912";"playground";"POINT (37.9270831 55.7454823)";"OpenStreetMap"
"2913";"fitness_centre";"POINT (37.5475145 55.8792598)";"OpenStreetMap"
"2914";"playground";"POINT (37.6621496 55.8308281)";"OpenStreetMap"
"2915";"playground";"POINT (37.7972632 55.788523)";"OpenStreetMap"
"2916";"fitness_centre";"POINT (37.5380426 55.4247475)";"OpenStreetMap"
"2917";"fitness_centre";"POINT (37.6786102 55.8511697)";"OpenStreetMap"
"2918";"playground";"POINT (37.5695931 55.7981399)";"OpenStreetMap"
"2919";"sports_centre";"POINT (37.4111107 55.8846412)";"OpenStreetMap"
"2920";"playground";"POINT (37.1952314 55.6790512)";"OpenStreetMap"
"2921";"playground";"POINT (38.8791453 56.1125467)";"OpenStreetMap"
"2922";"playground";"POINT (37.7042397 55.6188872)";"OpenStreetMap"
"2923";"sports_centre";"POINT (37.5412073 55.6380144)";"OpenStreetMap"
"2924";"dog_park";"POINT (37.7684761 55.7877933)";"OpenStreetMap"
"2925";"playground";"POINT (37.508281 55.6434697)";"OpenStreetMap"
"2926";"fitness_station";"POINT (37.6562606 55.7861895)";"OpenStreetMap"
"2927";"fitness_centre";"POINT (37.2192011 55.9909437)";"OpenStreetMap"
"2928";"playground";"POINT (38.261549 55.5763666)";"OpenStreetMap"
"2929";"playground";"POINT (37.46667 55.7801895)";"OpenStreetMap"
"2930";"playground";"POINT (37.7798635 55.7472286)";"OpenStreetMap"
"2931";"picnic_table";"POINT (38.4596565 56.0775752)";"OpenStreetMap"
"2932";"fitness_centre";"POINT (37.6469228 55.7623247)";"OpenStreetMap"
"2933";"sports_centre";"POINT (37.6440167 55.761944)";"OpenStreetMap"
"2934";"playground";"POINT (37.5678372 55.7574387)";"OpenStreetMap"
"2935";"playground";"POINT (37.5676399 55.7580705)";"OpenStreetMap"
"2936";"playground";"POINT (37.4900268 55.6029178)";"OpenStreetMap"
"2937";"playground";"POINT (36.6616583 55.1743069)";"OpenStreetMap"
"2938";"fitness_centre";"POINT (37.5161428 55.7937938)";"OpenStreetMap"
"2939";"playground";"POINT (37.0441975 55.8215908)";"OpenStreetMap"
"2940";"playground";"POINT (37.0467182 55.8179243)";"OpenStreetMap"
"2941";"pitch";"POINT (37.3899565 55.7678898)";"OpenStreetMap"
"2942";"sauna";"POINT (37.0011195 55.8832225)";"OpenStreetMap"
"2943";"pitch";"POINT (37.5047581 55.8575585)";"OpenStreetMap"
"2944";"playground";"POINT (37.789177 55.7142525)";"OpenStreetMap"
"2945";"playground";"POINT (37.4985291 55.8566959)";"OpenStreetMap"
"2946";"fitness_centre";"POINT (37.6311592 55.7898027)";"OpenStreetMap"
"2947";"playground";"POINT (37.4597783 55.7763717)";"OpenStreetMap"
"2948";"playground";"POINT (37.6787216 55.7097988)";"OpenStreetMap"
"2949";"playground";"POINT (37.497401 55.9752117)";"OpenStreetMap"
"2950";"playground";"POINT (37.6459354 55.7637091)";"OpenStreetMap"
"2951";"playground";"POINT (37.3718636 55.5890211)";"OpenStreetMap"
"2952";"sports_centre";"POINT (37.439373 55.803418)";"OpenStreetMap"
"2953";"pitch";"POINT (37.4110261 55.7799056)";"OpenStreetMap"
"2954";"playground";"POINT (37.3773203 55.8216987)";"OpenStreetMap"
"2955";"playground";"POINT (38.9583853 55.7338189)";"OpenStreetMap"
"2956";"playground";"POINT (38.957008 55.72316)";"OpenStreetMap"
"2957";"fitness_centre";"POINT (37.5523647 55.4339059)";"OpenStreetMap"
"2958";"playground";"POINT (37.7193631 55.6266939)";"OpenStreetMap"
"2959";"sports_centre";"POINT (37.5221445 55.8082358)";"OpenStreetMap"
"2960";"playground";"POINT (37.4702172 55.7800844)";"OpenStreetMap"
"2961";"playground";"POINT (37.4688713 55.7780001)";"OpenStreetMap"
"2962";"playground";"POINT (37.4694084 55.7787929)";"OpenStreetMap"
"2963";"playground";"POINT (37.6675998 55.6849343)";"OpenStreetMap"
"2964";"playground";"POINT (37.4838412 55.7459664)";"OpenStreetMap"
"2965";"playground";"POINT (37.6700886 55.8675522)";"OpenStreetMap"
"2966";"playground";"POINT (38.0912987 55.6009384)";"OpenStreetMap"
"2967";"sports_centre";"POINT (37.5741062 55.8150343)";"OpenStreetMap"
"2968";"fitness_centre";"POINT (37.4724304 55.7875332)";"OpenStreetMap"
"2969";"playground";"POINT (37.622694 55.7190412)";"OpenStreetMap"
"2970";"fitness_centre";"POINT (37.335707 55.6959201)";"OpenStreetMap"
"2971";"playground";"POINT (37.6208173 55.717201)";"OpenStreetMap"
"2972";"playground";"POINT (37.6209959 55.7163413)";"OpenStreetMap"
"2973";"playground";"POINT (37.6200979 55.7169142)";"OpenStreetMap"
"2974";"playground";"POINT (37.6188618 55.7097781)";"OpenStreetMap"
"2975";"playground";"POINT (37.6214977 55.7138487)";"OpenStreetMap"
"2976";"playground";"POINT (37.4661516 55.7757914)";"OpenStreetMap"
"2977";"playground";"POINT (37.5106571 55.5256133)";"OpenStreetMap"
"2978";"playground";"POINT (37.6232622 55.78663)";"OpenStreetMap"
"2979";"playground";"POINT (36.689446 55.5585415)";"OpenStreetMap"
"2980";"playground";"POINT (36.6887486 55.5587933)";"OpenStreetMap"
"2981";"playground";"POINT (36.6876489 55.5594737)";"OpenStreetMap"
"2982";"playground";"POINT (36.689741 55.5600979)";"OpenStreetMap"
"2983";"playground";"POINT (36.6875389 55.5606364)";"OpenStreetMap"
"2984";"dog_park";"POINT (37.6147105 55.7344645)";"OpenStreetMap"
"2985";"playground";"POINT (37.8473305 55.7457807)";"OpenStreetMap"
"2986";"playground";"POINT (37.467761 55.8915701)";"OpenStreetMap"
"2987";"sports_centre";"POINT (37.6018544 55.6231283)";"OpenStreetMap"
"2988";"fitness_centre";"POINT (37.4255768 55.7699128)";"OpenStreetMap"
"2989";"playground";"POINT (37.784894 55.7927413)";"OpenStreetMap"
"2990";"playground";"POINT (37.7266381 55.6033609)";"OpenStreetMap"
"2991";"playground";"POINT (36.7295039 55.3802345)";"OpenStreetMap"
"2992";"playground";"POINT (37.8723929 55.7451671)";"OpenStreetMap"
"2993";"playground";"POINT (38.3527735 55.8362895)";"OpenStreetMap"
"2994";"playground";"POINT (38.3530461 55.8339958)";"OpenStreetMap"
"2995";"playground";"POINT (37.656434 55.5175633)";"OpenStreetMap"
"2996";"playground";"POINT (37.6622667 55.52494)";"OpenStreetMap"
"2997";"playground";"POINT (37.4146824 55.7493043)";"OpenStreetMap"
"2998";"playground";"POINT (37.4209821 55.7489059)";"OpenStreetMap"
"2999";"playground";"POINT (37.4211887 55.7484563)";"OpenStreetMap"
"3000";"playground";"POINT (37.4182885 55.7506571)";"OpenStreetMap"
"3001";"playground";"POINT (37.4623283 55.7761527)";"OpenStreetMap"
"3002";"playground";"POINT (37.4616386 55.7762534)";"OpenStreetMap"
"3003";"picnic_table";"POINT (37.7666643 55.7061125)";"OpenStreetMap"
"3004";"playground";"POINT (37.2837176 55.6034717)";"OpenStreetMap"
"3005";"sports_centre";"POINT (37.9152493 55.9750716)";"OpenStreetMap"
"3006";"playground";"POINT (37.4797725 55.7997649)";"OpenStreetMap"
"3007";"dog_park";"POINT (37.4804519 55.7984728)";"OpenStreetMap"
"3008";"sports_centre";"POINT (37.3794202 55.8427717)";"OpenStreetMap"
"3009";"fitness_centre";"POINT (37.7410957 55.6290557)";"OpenStreetMap"
"3010";"fitness_station";"POINT (37.7312752 55.6303962)";"OpenStreetMap"
"3011";"playground";"POINT (37.736457 55.6318318)";"OpenStreetMap"
"3012";"fitness_station";"POINT (37.7513051 55.7746555)";"OpenStreetMap"
"3013";"playground";"POINT (36.693553 55.5098921)";"OpenStreetMap"
"3014";"playground";"POINT (36.6912946 55.5120063)";"OpenStreetMap"
"3015";"playground";"POINT (36.6935959 55.5147365)";"OpenStreetMap"
"3016";"playground";"POINT (37.8017133 55.789201)";"OpenStreetMap"
"3017";"playground";"POINT (37.800194 55.7891034)";"OpenStreetMap"
"3018";"playground";"POINT (37.7976751 55.7894545)";"OpenStreetMap"
"3019";"playground";"POINT (37.3899682 55.7955706)";"OpenStreetMap"
"3020";"playground";"POINT (37.56251 55.815393)";"OpenStreetMap"
"3021";"playground";"POINT (37.6410342 55.7119306)";"OpenStreetMap"
"3022";"fitness_centre";"POINT (37.3639414 55.8224384)";"OpenStreetMap"
"3023";"playground";"POINT (37.6184353 55.7150674)";"OpenStreetMap"
"3024";"playground";"POINT (37.6164733 55.7144552)";"OpenStreetMap"
"3025";"playground";"POINT (37.611367 55.7149907)";"OpenStreetMap"
"3026";"playground";"POINT (37.6127168 55.715076)";"OpenStreetMap"
"3027";"playground";"POINT (37.4600753 55.7747969)";"OpenStreetMap"
"3028";"playground";"POINT (37.6105582 55.7164562)";"OpenStreetMap"
"3029";"playground";"POINT (37.6166336 55.7171365)";"OpenStreetMap"
"3030";"playground";"POINT (37.4594408 55.7752985)";"OpenStreetMap"
"3031";"playground";"POINT (37.1862293 55.6579569)";"OpenStreetMap"
"3032";"dog_park";"POINT (38.0099675 55.6697286)";"OpenStreetMap"
"3033";"playground";"POINT (37.5077777 55.8462153)";"OpenStreetMap"
"3034";"playground";"POINT (37.3540692 55.73436)";"OpenStreetMap"
"3035";"playground";"POINT (37.4823711 55.7272561)";"OpenStreetMap"
"3036";"dog_park";"POINT (37.4492827 55.8111914)";"OpenStreetMap"
"3037";"pitch";"POINT (37.4492108 55.8107764)";"OpenStreetMap"
"3038";"fitness_centre";"POINT (37.4905279 55.8356212)";"OpenStreetMap"
"3039";"fitness_station";"POINT (37.7125053 55.6262883)";"OpenStreetMap"
"3040";"playground";"POINT (37.9952367 55.6611763)";"OpenStreetMap"
"3041";"playground";"POINT (37.1232625 56.0431035)";"OpenStreetMap"
"3042";"playground";"POINT (37.1033736 56.0504172)";"OpenStreetMap"
"3043";"playground";"POINT (37.1496116 56.0347868)";"OpenStreetMap"
"3044";"playground";"POINT (37.5326212 55.8095113)";"OpenStreetMap"
"3045";"playground";"POINT (37.5326674 55.8084544)";"OpenStreetMap"
"3046";"playground";"POINT (38.3024281 55.8478819)";"OpenStreetMap"
"3047";"playground";"POINT (38.1957019 55.8161754)";"OpenStreetMap"
"3048";"playground";"POINT (38.1945432 55.8159704)";"OpenStreetMap"
"3049";"playground";"POINT (37.6134235 55.6355171)";"OpenStreetMap"
"3050";"fitness_centre";"POINT (37.8650466 55.739284)";"OpenStreetMap"
"3051";"playground";"POINT (37.6120311 55.6724275)";"OpenStreetMap"
"3052";"playground";"POINT (37.6115152 55.6716512)";"OpenStreetMap"
"3053";"picnic_table";"POINT (37.4635289 55.6588406)";"OpenStreetMap"
"3054";"picnic_table";"POINT (37.4657672 55.6560619)";"OpenStreetMap"
"3055";"picnic_table";"POINT (37.4633713 55.657519)";"OpenStreetMap"
"3056";"playground";"POINT (38.7664264 55.2436544)";"OpenStreetMap"
"3057";"sauna";"POINT (37.7511048 55.6454761)";"OpenStreetMap"
"3058";"playground";"POINT (37.7964395 55.8171037)";"OpenStreetMap"
"3059";"playground";"POINT (36.6981413 55.5761881)";"OpenStreetMap"
"3060";"fitness_centre";"POINT (37.6243232 55.7279243)";"OpenStreetMap"
"3061";"playground";"POINT (37.7200318 55.5968524)";"OpenStreetMap"
"3062";"picnic_table";"POINT (37.7088122 55.5955415)";"OpenStreetMap"
"3063";"sauna";"POINT (37.9446634 55.5020865)";"OpenStreetMap"
"3064";"playground";"POINT (37.7516779 55.6148382)";"OpenStreetMap"
"3065";"playground";"POINT (37.4817051 55.8598404)";"OpenStreetMap"
"3066";"playground";"POINT (37.4825103 55.8591369)";"OpenStreetMap"
"3067";"playground";"POINT (37.4827303 55.8580708)";"OpenStreetMap"
"3068";"fitness_centre";"POINT (37.6075317 55.7320117)";"OpenStreetMap"
"3069";"fitness_centre";"POINT (37.6742398 55.5854226)";"OpenStreetMap"
"3070";"playground";"POINT (37.7872043 55.7125602)";"OpenStreetMap"
"3071";"playground";"POINT (37.9823605 55.7963442)";"OpenStreetMap"
"3072";"picnic_table";"POINT (37.9810815 55.7966534)";"OpenStreetMap"
"3073";"fitness_station";"POINT (36.693438 55.5518123)";"OpenStreetMap"
"3074";"playground";"POINT (36.6913958 55.5506726)";"OpenStreetMap"
"3075";"playground";"POINT (36.6887672 55.5508426)";"OpenStreetMap"
"3076";"playground";"POINT (36.6879357 55.5508638)";"OpenStreetMap"
"3077";"playground";"POINT (36.6948397 55.5516467)";"OpenStreetMap"
"3078";"playground";"POINT (36.6945179 55.5520624)";"OpenStreetMap"
"3079";"fitness_centre";"POINT (37.7513897 55.9305965)";"OpenStreetMap"
"3080";"playground";"POINT (37.7068849 55.7592337)";"OpenStreetMap"
"3081";"playground";"POINT (37.9786103 55.7957391)";"OpenStreetMap"
"3082";"playground";"POINT (37.9785942 55.7958574)";"OpenStreetMap"
"3083";"playground";"POINT (37.97848 55.7960264)";"OpenStreetMap"
"3084";"playground";"POINT (37.9783815 55.7961635)";"OpenStreetMap"
"3085";"playground";"POINT (37.97849 55.7962367)";"OpenStreetMap"
"3086";"fitness_station";"POINT (37.9780931 55.7966818)";"OpenStreetMap"
"3087";"playground";"POINT (37.458728 55.7352235)";"OpenStreetMap"
"3088";"playground";"POINT (37.4602114 55.7355362)";"OpenStreetMap"
"3089";"picnic_table";"POINT (37.6883914 55.8334937)";"OpenStreetMap"
"3090";"playground";"POINT (37.3970177 55.7388148)";"OpenStreetMap"
"3091";"playground";"POINT (36.6952813 55.5782758)";"OpenStreetMap"
"3092";"sports_centre";"POINT (37.4736258 55.5671813)";"OpenStreetMap"
"3093";"playground";"POINT (36.7019454 55.5573511)";"OpenStreetMap"
"3094";"fitness_centre";"POINT (37.6251879 55.782947)";"OpenStreetMap"
"3095";"playground";"POINT (37.6513967 55.6806818)";"OpenStreetMap"
"3096";"playground";"POINT (36.7016967 55.5557209)";"OpenStreetMap"
"3097";"playground";"POINT (36.7017772 55.5587791)";"OpenStreetMap"
"3098";"playground";"POINT (36.6996851 55.558943)";"OpenStreetMap"
"3099";"playground";"POINT (36.7011388 55.5636634)";"OpenStreetMap"
"3100";"playground";"POINT (36.6975098 55.5754795)";"OpenStreetMap"
"3101";"playground";"POINT (36.7012917 55.5759526)";"OpenStreetMap"
"3102";"playground";"POINT (36.7031049 55.5762073)";"OpenStreetMap"
"3103";"playground";"POINT (36.6934597 55.5765652)";"OpenStreetMap"
"3104";"playground";"POINT (36.7022734 55.5770185)";"OpenStreetMap"
"3105";"playground";"POINT (36.7012434 55.5770307)";"OpenStreetMap"
"3106";"playground";"POINT (36.7026382 55.5772247)";"OpenStreetMap"
"3107";"playground";"POINT (36.7044728 55.5774158)";"OpenStreetMap"
"3108";"playground";"POINT (36.7005514 55.5775159)";"OpenStreetMap"
"3109";"playground";"POINT (36.7018952 55.5776129)";"OpenStreetMap"
"3110";"playground";"POINT (36.7001062 55.5787212)";"OpenStreetMap"
"3111";"playground";"POINT (37.4240398 55.7425746)";"OpenStreetMap"
"3112";"playground";"POINT (37.8508721 55.7542813)";"OpenStreetMap"
"3113";"playground";"POINT (37.6782322 55.7080324)";"OpenStreetMap"
"3114";"pitch";"POINT (37.6783239 55.7079808)";"OpenStreetMap"
"3115";"playground";"POINT (37.6789766 55.7075401)";"OpenStreetMap"
"3116";"playground";"POINT (37.6800878 55.7084397)";"OpenStreetMap"
"3117";"playground";"POINT (37.6768998 55.7076252)";"OpenStreetMap"
"3118";"playground";"POINT (37.6754595 55.7086798)";"OpenStreetMap"
"3119";"playground";"POINT (37.6740275 55.7082347)";"OpenStreetMap"
"3120";"pitch";"POINT (37.6703404 55.7088257)";"OpenStreetMap"
"3121";"playground";"POINT (37.6696175 55.7077954)";"OpenStreetMap"
"3122";"playground";"POINT (37.671074 55.7077255)";"OpenStreetMap"
"3123";"playground";"POINT (37.6734326 55.7086568)";"OpenStreetMap"
"3124";"pitch";"POINT (37.6732371 55.70792)";"OpenStreetMap"
"3125";"playground";"POINT (37.2658854 55.8868819)";"OpenStreetMap"
"3126";"playground";"POINT (37.9336404 55.6717199)";"OpenStreetMap"
"3127";"playground";"POINT (37.6790971 55.7083437)";"OpenStreetMap"
"3128";"playground";"POINT (37.6765249 55.7063479)";"OpenStreetMap"
"3129";"playground";"POINT (37.6709116 55.708282)";"OpenStreetMap"
"3130";"playground";"POINT (37.6713675 55.7062249)";"OpenStreetMap"
"3131";"fitness_centre";"POINT (37.8449969 55.6999933)";"OpenStreetMap"
"3132";"fitness_centre";"POINT (37.8425296 55.7049916)";"OpenStreetMap"
"3133";"playground";"POINT (37.4436581 55.7312476)";"OpenStreetMap"
"3134";"playground";"POINT (37.4295674 55.7353048)";"OpenStreetMap"
"3135";"playground";"POINT (37.9393752 55.796687)";"OpenStreetMap"
"3136";"sports_centre";"POINT (38.2160567 55.7137431)";"OpenStreetMap"
"3137";"playground";"POINT (36.7246378 55.589143)";"OpenStreetMap"
"3138";"pitch";"POINT (37.6254324 55.7224666)";"OpenStreetMap"
